,,,,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value
Seattle,2015,Natives,Both,,17.0984456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.96213146,20.05430566,,,24.20881796,17.81914894,,,,,,,26.82096664,2.728426396,,,,,,25634.0,,36.69902913,29.26421405,,,51.27913587,7.712486884,,,,,,,,,,,,,,,,,,,,,,,,,,22.94077604,,,,,,,,,,,,,,,,345.7,,,,,,,,,,,,36.96027634,,,29.36096718
Seattle,2015,White,Both,,9.639405324,,,,5.616700987,90.23639775,,2.016721986,143.5585094,20.61675688,11.91570363,30.8054276,20.78853658,164.2704213,124.4075333,,0.89643647,,593.1092782,4.940069308,3.374578178,55.36596159,,3.526046756,0.494337976,4123.428068,,,,14.94862727,,,,9.018436146,68.63857007,,,4.299823467,1.24014088,,,,,,,51.34221855,0.947714821,,,,,,61409.0,,8.336747608,4.422305046,,,18.1788213,3.738450268,,,,,,,,,82.33124445,,,,14.17127889,,,,,,,,,,,,,6.744344888,,,,,,,,,,52.0,,8.291611941,,,2.140922985,313.1,,,,,,,19.17067243,13.34421499,,,,50.27382647,,,19.65735122
Seattle,2015,White,Female,,,,,,,,,,128.7870147,,10.31670429,27.5999341,,,87.25327152,,,,482.81363,,,29.74086086,,1.45167063,,2909.380301,,,,12.26673607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.91478187,,,,7.086831938,,,,,,,,,,,,,,,,,,,,,,,,,7.141555366,,,,,,,,,,,11.42797858,7.364759756,,,,,,,
Seattle,2015,White,Male,,,,,,,,,,166.2094962,,13.64292693,35.10440423,,224.7434531,176.8772782,,,,739.8148741,8.940018088,,81.99314408,,5.783560455,,5273.984701,,,,18.51013991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.89843133,,,,21.28676076,,,,,,,,,,,,,,,,,,,,,,,,,10.27137456,,,4.327513429,,,,,,,,26.43177593,18.97871841,,,,,,,
Seattle,2016,All,Both,3.481436971,10.21885305,0.0,15.0273224,7.0,6.552432025,85.58940513,7.482394366,5.504476167,133.2679776,16.01186287,10.62096806,27.62902162,19.08523204,162.8542344,119.2633046,23.4,2.820032141,613.1544038,585.2303381,6.492440263,4.174045029,57.86374539,,4.211730491,0.756266385,4347.566447,4.06369259,22.7,7.1,17.51773813,7.8,11.0,11.9,9.388292767,61.66744304,66.40856297,27.53257637,5.987395728,2.112420751,8.75,11.36363636,41.90555556,6.230769231,15.87138863,506.5815471,46.54756233,1.148340214,5.941644087,1.02721342,0.244443386,0.485,67.5797999,51872.0,23.37738107,12.46855332,13.41623542,26.93790694,9.933936795,23.10567481,4.724208376,18.00507087,3.936383714,78.95570442,3.999309648,0.373577857,1.562234675,3.875030433,35.86704866,82.30114265,10.0,9.2,12.4,12.69172114,21.2,10.1,73.2,13.0,29.1,54.3,71.6,16.0,19.3,15.28554512,8209.616623,12.06953919,5.400984596,34.74155279,38.268513,58.04297447,31.47308127,35.1552544,21.5,,,,52.0,4.7,9.404244485,14.1,,2.078878338,366.1,437.0,155.6,13.6,0.0,18.8,10.8,19.85230526,13.25274566,24.0,22.9,6.2,48.80517262,16.79784024,38.83524288,21.39838505
Seattle,2016,All,Female,,,,,,,,,,114.4781758,,9.6115891,21.97572122,,124.9107738,85.82576001,,1.275353048,,471.5038298,1.850326398,,31.64348783,,2.546974861,,2974.860912,,,,14.10222538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.15033661,,,,5.334203817,,,,,,,,,,,,,,,,,,,,,,,,,8.88254555,,,,86.8,,,,,,,12.0725614,6.960622663,,,,,,,
Seattle,2016,All,Male,,,,,,,,,,160.6804436,,11.37178335,34.87399971,,213.8850969,165.6928673,,4.438179414,,730.8352252,11.61548405,,86.37877553,,5.998559072,,5694.021807,,,,21.89193956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.44895215,,,,20.40750828,,,,,,,,,,,,,,,,,,,,,,,,,10.48150235,,,3.975934437,646.6,,,,,,,27.40369115,19.38033782,,,,,,,
Seattle,2016,Asian/PI,Both,,12.55897713,,,,7.805953693,84.49771689,8.603573792,3.634161114,122.3743776,13.42410699,7.774571193,29.00174197,12.1481233,142.9130547,91.95347198,,,,495.9161501,4.982765441,3.876505607,41.56963996,,4.747086042,,3631.225005,,,,19.98854789,,,,8.171680916,55.10669153,,,6.534320052,2.721579961,,,,,,,44.16546763,1.264212412,,,,,,41882.0,,17.09914955,15.02259036,,,28.31300991,5.251521096,,,,,,,,,86.60193581,,,,9.092528523,,,,,,,,,,,,,11.63549161,,,,,,,,,,48.0,,8.533691032,,,,84.7,,,,,,,4.973364361,,,,,44.65514137,,,23.87538268
Seattle,2016,Asian/PI,Female,,,,,,,,,,97.45893787,,6.050075236,17.24957844,,111.3759986,66.08067466,,,,406.392588,,,26.54386374,,,,2632.761025,,,,18.20811106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.9190171,,,,6.699206286,,,,,,,,,,,,,,,,,,,,,,,,,10.07309073,,,,,,,,,,,,,,,,,,,
Seattle,2016,Asian/PI,Male,,,,,,,,,,158.2301394,,10.16721873,45.89737954,,185.5466968,128.3293729,,,,617.6603218,6.262728639,,61.10666336,,,,4871.980596,,,,21.84991914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.11095171,,,,11.85526703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.181630323,,,,,,,,
Seattle,2016,Black,Both,,8.986029304,,,,8.870151771,69.14244708,8.771929825,34.06998158,217.2199487,22.9959541,23.20572468,41.44242234,34.89738387,302.3081363,206.7258652,,27.70362968,,1064.450135,28.55886541,9.8697197,118.0394779,,10.94828249,4.558030566,10554.34531,,,,61.08611679,,,,15.52603635,25.54018486,,,10.02935726,2.377754957,,,,,,,24.45478036,3.089180051,,,,,,23827.0,,32.07912866,49.78180598,,,49.38469518,11.341025,,,,,,,,,71.73074959,,,,11.02197449,,,,,,,,,,,,,24.86821705,,,,,,,,,,34.0,,13.96229934,,,10.07755435,1066.6,,,,,,,49.41485093,22.69596672,,,,49.70549579,,,27.83916663
Seattle,2016,Black,Female,,,,,,,,,,183.2173879,,22.34729019,29.83374735,,237.2602911,152.2277998,,,,823.4278813,,,59.18337808,,,,7247.311842,,,,41.61903706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.1371712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.414041,,,,,,,,
Seattle,2016,Black,Male,,,,,,,,,,277.0613833,,22.46172941,56.42352217,,390.6053708,289.3574834,,47.46064319,,1374.375,48.22721537,,170.8846436,,17.18093856,,13666.36972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.50782258,,,,14.71502009,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.8532249,,,,,,,,68.02567932,36.28175937,,,,,,,
Seattle,2016,Hispanic,Both,,11.20508224,,,,7.074235808,79.64480874,8.519003932,22.4137931,111.1711548,,,,,156.6834903,121.5540962,,,,598.3184368,,2.95222759,53.18683311,,,,4500.067014,,,,34.97339769,,,,8.39020839,42.63722762,,,15.29029029,4.539086579,,,,,,,27.12960703,2.686009897,,,,,,32130.0,,17.51935454,20.94796497,,,40.01618996,6.974575967,,,,,,,,,,,,,6.539600865,,,,,,,,,,,,,16.84769343,,,,,,,,,,36.0,,,,,,631.1,,,,,,,20.75646475,13.07532356,,,,44.62935537,,,26.23743082
Seattle,2016,Hispanic,Female,,,,,,,,,,100.7108697,,,,,87.88752453,67.81578492,,,,364.1005579,,,,,,,2936.965116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seattle,2016,Hispanic,Male,,,,,,,,,,204.1270177,,,,,,,,,,,,,187.3446445,,,,6213.778896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.33288502,25.13040597,,,,,,,
Seattle,2016,Natives,Both,,17.0984456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.96213146,20.05430566,,,24.20881796,17.81914894,,,,,,,26.82096664,2.728426396,,,,,,25634.0,,36.69902913,29.26421405,,,51.27913587,7.712486884,,,,,,,,,,,,,,,,,,,,,,,,,,22.94077604,,,,,,,,,,,,,,,,356.4,,,,,,,,,,,,36.96027634,,,29.36096718
Seattle,2016,White,Both,,9.639405324,,,,5.64028777,90.52214243,6.714645556,1.55962569,133.6263998,16.46795958,10.55549289,27.74786057,19.81801545,161.896178,122.3248441,,0.809041789,,584.4185516,5.27983328,3.260543138,57.3589929,,3.445897767,0.494337976,4036.783337,,,,13.45329245,,,,9.018436146,68.63857007,,,4.299823467,1.24014088,,,,,,,51.34221855,0.947714821,,,,,,61409.0,,8.336747608,4.422305046,,,18.1788213,3.738450268,,,,,,,,,82.41093483,,,,14.79433753,,,,,,,,,,,,,6.744344888,,,,,,,,,,53.0,,9.159563864,,,1.466450659,323.2,,,,,,,20.12154177,14.60420193,,,,50.27382647,,,19.65735122
Seattle,2016,White,Female,,,,,,,,,,115.9230472,,9.480555101,23.66662475,,,88.44797882,,,,479.0665387,,,31.07717262,,1.878310224,,2758.679311,,,,11.18717837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.39809569,,,,5.441758157,,,,,,,,,,,,,,,,,,,,,,,,,8.323719972,,,,,,,,,,,12.22080653,7.734927962,,,,,,,
Seattle,2016,White,Male,,,,,,,,,,159.236866,,11.34498136,32.69005216,,212.2408274,169.155661,,,,719.5725417,10.06568302,,85.40682793,,5.167515362,,5274.25007,,,,16.36607548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.75592353,,,,24.56865247,,,,,,,,,,,,,,,,,,,,,,,,,10.67451538,,,2.924893561,,,,,,,,27.57740283,21.13186638,,,,,,,
Seattle,2017,All,Both,3.481436971,10.21885305,4.931506849,27.39726027,7.0,6.561486925,86.24843274,7.758546084,4.234654235,126.4813166,14.48140634,10.1007106,24.24923553,20.43281897,157.2097658,114.0800566,22.0,2.929708517,632.6894152,563.7558457,6.199834627,3.765954758,56.59327614,,4.136695884,0.756266385,4200.479252,4.06369259,20.8,6.5,15.5159558,7.8,11.0,11.9,9.388292767,61.66744304,66.40856297,27.53257637,5.987395728,2.112420751,8.75,9.090909091,41.90555556,6.230769231,16.4390621,549.6858297,46.54756233,1.148340214,5.941644087,0.946663231,0.244443386,0.485,67.5797999,51872.0,23.37738107,12.46855332,13.41623542,26.93790694,9.933936795,23.10567481,4.724208376,18.00507087,3.936383714,78.95570442,3.999309648,0.373577857,1.562234675,3.875030433,35.86704866,82.2692291,11.5,9.2,12.4,12.45476735,21.2,10.1,73.2,14.3,29.1,54.3,71.6,16.0,19.3,15.28554512,8209.616623,12.06953919,5.400984596,34.74155279,38.268513,58.04297447,31.47308127,35.1552544,21.5,,,,55.0,4.4,8.785013731,14.1,,1.869470646,363.8,446.7,189.8,14.7,0.0,18.5,10.2,19.97750333,13.64239604,24.0,22.9,6.2,48.80517262,16.79784024,38.83524288,21.39838505
Seattle,2017,All,Female,,,,,,,,,,108.3982324,,8.690285422,19.15439409,,121.6525282,83.03217385,,1.37637823,,457.3881958,1.818137047,,32.15499605,,2.105220761,,2888.337515,,,,11.88781774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.86018927,,,,5.927273611,,,,,,,,,,,,,,,,,,,,,,,,,8.233746383,,,,90.0,,,,,,,12.14582462,7.531664547,,,,,,,
Seattle,2017,All,Male,,,,,,,,,,153.3493072,,11.17888626,31.01603777,,203.5354752,156.0567167,,4.494704759,,698.8482154,11.00490689,,83.11944946,,6.245521687,,5493.962979,,,,19.98934812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.66244341,,,,19.35294087,,,,,,,,,,,,,,,,,,,,,,,,,9.555446492,,,3.564786159,637.9,,,,,,,27.61060777,19.61634332,,,,,,,
Seattle,2017,Asian/PI,Both,,12.55897713,,,,8.094285079,85.4916342,8.655985759,3.005823784,111.0617476,7.61909721,8.131836312,25.38133875,11.24596829,127.7579218,82.66407968,,,,453.3057855,3.171311986,3.55628505,32.05773365,,4.030368486,,3414.05472,,,,18.88339767,,,,8.171680916,55.10669153,,,6.534320052,2.721579961,,,,,,,44.16546763,1.264212412,,,,,,41882.0,,17.09914955,15.02259036,,,28.31300991,5.251521096,,,,,,,,,86.35453688,,,,7.688090296,,,,,,,,,,,,,11.63549161,,,,,,,,,,51.0,,7.512995069,,,,82.0,,,,,,,4.237705031,,,,,44.65514137,,,23.87538268
Seattle,2017,Asian/PI,Female,,,,,,,,,,83.54101961,,,14.23387695,,93.51395747,58.86730479,,,,347.2569039,,,18.77800814,,,,2321.016804,,,,15.55818706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.66243884,,,,6.096527576,,,,,,,,,,,,,,,,,,,,,,,,,6.79272024,,,,,,,,,,,,,,,,,,,
Seattle,2017,Asian/PI,Male,,,,,,,,,,151.5271886,,13.12666654,41.1635994,,176.2342438,117.0750251,,,,604.1539742,,,49.48754389,,,,4774.932895,,,,23.64407977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.99815022,,,,9.508428991,,,,,,,,,,,,,,,,,,,,,,,,,8.792176489,,,,,,,,,,,7.401691911,,,,,,,,
Seattle,2017,Black,Both,,8.986029304,,,,8.387563268,69.56853761,8.761766836,21.73376142,187.4010819,23.32745213,17.2311293,31.71188111,33.15837033,280.1578384,195.0673984,,26.49643267,,944.3928597,24.68199918,8.700810757,115.84803,,8.403740961,4.558030566,10610.65437,,,,45.09391147,,,,15.52603635,25.54018486,,,10.02935726,2.377754957,,,,,,,24.45478036,3.089180051,,,,,,23827.0,,32.07912866,49.78180598,,,49.38469518,11.341025,,,,,,,,,73.172986,,,,12.96896878,,,,,,,,,,,,,24.86821705,,,,,,,,,,36.0,,13.4044963,,,6.961426609,1100.1,,,,,,,48.34503077,23.04935259,,,,49.70549579,,,27.83916663
Seattle,2017,Black,Female,,,,,,,,,,181.2472606,,19.73384868,,,211.823563,141.3277337,,,,759.1522272,,,57.99069649,,,,7409.651873,,,,35.61651933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.94900689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.40999501,,,,,,,,,,,23.91036343,,,,,,,,
Seattle,2017,Black,Male,,,,,,,,,,219.7161738,,,41.8121994,,379.7989509,274.5169601,,43.72110877,,1194.76068,41.26578875,,166.4131295,,13.38261214,,13629.85782,,,,62.36974693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.787707,,,,19.38910391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.13032588,36.48578974,,,,,,,
Seattle,2017,Hispanic,Both,,11.20508224,,,,7.395644283,80.08454674,8.681818182,19.55371521,109.7379517,,,,,176.7417723,123.0235479,,,,625.9002165,5.511323417,2.688172043,61.69400261,,,,4194.882977,,,,36.61226984,,,,8.39020839,42.63722762,,,15.29029029,4.539086579,,,,,,,27.12960703,2.686009897,,,,,,32130.0,,17.51935454,20.94796497,,,40.01618996,6.974575967,,,,,,,,,,,,,7.539091401,,,,,,,,,,,,,16.84769343,,,,,,,,,,39.0,,,,,,633.7,,,,,,,17.53964187,11.66505929,,,,44.62935537,,,26.23743082
Seattle,2017,Hispanic,Female,,,,,,,,,,88.72996146,,,,,117.2824717,72.1886934,,,,409.3880656,,,25.71279053,,,,2616.840256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seattle,2017,Hispanic,Male,,,,,,,,,,211.8424376,,,,,,,,,,,,,182.7137749,,,,5790.716366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.39299665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.01669052,19.39637419,,,,,,,
Seattle,2017,Natives,Both,,17.0984456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.96213146,20.05430566,,,24.20881796,17.81914894,,,,,,,26.82096664,2.728426396,,,,,,25634.0,,36.69902913,29.26421405,,,51.27913587,7.712486884,,,,,,,,,,,,,,,,,,,,,,,,,,22.94077604,,,,,,,,,,,,,,,,367.8,,,,,,,,,,,,36.96027634,,,29.36096718
Seattle,2017,White,Both,,9.639405324,,,,5.62421372,90.89243454,7.153436019,1.172699554,130.0449945,16.45961595,10.30873643,24.64828999,22.46833712,159.7087923,119.0456658,,0.882262704,,575.0478576,5.50010499,2.928636031,57.82640085,,3.60832965,0.494337976,3936.853296,,,,11.62825959,,,,9.018436146,68.63857007,,,4.299823467,1.24014088,,,,,,,51.34221855,0.947714821,,,,,,61409.0,,8.336747608,4.422305046,,,18.1788213,3.738450268,,,,,,,,,82.71325592,,,,14.86960628,,,,,,,,,,,,,6.744344888,,,,,,,,,,57.0,,8.84150929,,,1.553847264,316.6,,,,,,,20.91540042,15.58997603,,,,50.27382647,,,19.65735122
Seattle,2017,White,Female,,,,,,,,,,113.0483771,,8.930720664,21.36620725,,126.8669606,88.05640252,,,,480.9935055,1.228269192,,33.6415876,,1.905060811,,2729.982833,,,,8.683247804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.31942264,,,,6.362527871,,,,,,,,,,,,,,,,,,,,,,,,,8.563707906,,,,,,,,,,,13.13204862,8.80222375,,,,,,,
Seattle,2017,White,Male,,,,,,,,,,154.4908887,,11.13655846,29.00232386,,200.968167,159.4020243,,,,690.7183713,10.22591072,,83.58241637,,5.328054525,,5096.736708,,,,14.95597347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.15772509,,,,23.72626596,,,,,,,,,,,,,,,,,,,,,,,,,9.172100992,,,2.947382603,,,,,,,,28.20059607,21.99741688,,,,,,,
Seattle,2018,All,Both,2.767381093,9.231205508,3.835616438,26.84931507,7.0,6.336013081,86.8080875,7.599945422,3.732890917,124.6605198,14.09269135,10.71051156,23.26455004,20.83965855,160.2355158,114.7287813,22.0,3.094692404,680.1667836,570.6724747,6.56596125,3.541367276,59.33866909,,4.609094192,0.756266385,4192.451118,4.06369259,22.9,7.3,16.67552872,7.8,11.0,11.9,9.819167181,66.65453012,67.6837399,27.53257637,4.453865679,1.835839486,8.75,9.090909091,41.90555556,6.230769231,14.52278732,537.2673797,44.45438904,1.249496667,7.300583187,1.567784016,0.43907243,0.4884,77.36193902,77616.0,18.36259681,10.08974753,8.908995826,26.66707217,9.045144622,20.45201534,4.216376781,19.84037637,4.925589434,77.12149123,4.261489009,0.373577857,1.562234675,3.875030433,30.90812918,83.24102092,11.5,9.2,12.4,13.61830346,21.2,10.1,73.5,13.1,29.1,54.3,71.6,16.0,19.3,14.01178596,8745.229669,12.76213138,4.722719452,38.80572227,35.31469976,54.27312802,29.95872335,31.88269785,21.5,,,,57.0,4.3,8.72706579,14.1,,1.802386793,363.0,467.5,201.3,17.9,0.0,18.7,10.3,21.44975254,14.49942165,24.0,22.9,6.2,38.5817397,18.87407819,38.7152474,15.62863618
Seattle,2018,All,Female,,,,,,,,,,107.5096251,,9.507572677,18.02302036,,125.4011643,83.21366191,,1.564949432,,470.8277733,1.986059409,,37.08138336,,2.660666223,,3005.833049,,,,12.49237972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.72661935,,,,7.431478374,,,,,,,,,,,,,,,,,,,,,,,,,9.238866535,,,,93.3,,,,,,,15.00652711,9.371383661,,,,,,,
Seattle,2018,All,Male,,,,,,,,,,150.1165612,,11.60570927,30.30163797,,203.9253482,155.5620433,,4.575516007,,694.8259365,11.62213639,,83.26059538,,6.633874141,,5355.242443,,,,21.89035532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.78917622,,,,20.30641717,,,,,,,,,,,,,,,,,,,,,,,,,7.624916775,,,3.311508788,632.0,,,,,,,27.62296162,19.45239033,,,,,,,
Seattle,2018,Asian/PI,Both,,12.57185078,,,,7.504520796,86.49093904,8.018120045,2.244165171,109.6610214,8.285090191,8.240349115,23.15264557,14.4748463,140.9731504,89.1582042,,,,471.5262269,2.72459609,3.117798563,33.48092446,,3.562361075,,3420.854392,,,,22.92319336,,,,7.544199859,68.84752201,,,4.086103516,3.225806452,,,,,,,42.07222156,1.376865217,,,,,,79779.0,,12.28494849,9.831991252,,,17.88341404,2.865247208,,,,,,,,,88.50407586,,,,8.850738713,,,,,,,,,,,,,8.274175063,,,,,,,,,,51.0,,7.277573788,,,,77.6,,,,,,,5.188118755,,,,,33.40763653,,,16.17346875
Seattle,2018,Asian/PI,Female,,,,,,,,,,93.75666808,,,17.30472679,,105.3848346,65.49875168,,,,373.7202854,,,18.65716941,,,,2414.852804,,,,19.28859939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.6079507,,,,6.420660381,,,,,,,,,,,,,,,,,,,,,,,,,6.51909641,,,,,,,,,,,,,,,,,,,
Seattle,2018,Asian/PI,Male,,,,,,,,,,135.895686,,13.83521113,30.60503349,,196.7254268,126.2548559,,,,623.3360888,,,54.46363131,,,,4650.800804,,,,28.10112771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.80672139,,,,11.60899224,,,,,,,,,,,,,,,,,,,,,,,,,8.1416477,,,,,,,,,,,8.130199824,,,,,,,,
Seattle,2018,Black,Both,,6.364496431,,,,8.017550858,69.64059197,8.426517572,15.75167941,172.9981818,16.7238552,20.00354863,36.42187396,38.45161279,259.9726531,176.9812085,,22.12144894,,883.7382056,22.58666061,8.762779053,112.562309,,7.773118704,4.558030566,10592.03892,,,,44.98678041,,,,14.14733048,32.92133499,,,7.847795368,1.621770203,,,,,,,21.22228705,3.712027491,,,,,,38742.0,,24.16971106,37.25548019,,,44.64329493,5.633314054,,,,,,,,,75.423844,,,,14.18521351,,,,,,,,,,,,,19.15110852,,,,,,,,,,36.0,,12.99396984,,,,1139.5,,,,,,,49.75691888,28.75958724,,,,46.54683065,,,23.38092371
Seattle,2018,Black,Female,,,,,,,,,,167.3358797,,21.8626499,30.07872655,,198.9831982,129.1049373,,,,732.4136964,,,66.48954389,,,,8247.180584,,,,35.78993022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.98482229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.94489579,,,,,,,,,,,34.83872879,20.27054832,,,,,,,
Seattle,2018,Black,Male,,,,,,,,,,227.2668172,,20.82656144,51.86698423,,382.9696387,269.7718151,,38.79729631,,1213.331176,40.31126157,,156.915584,,,,13005.80209,,,,67.15385262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.03990359,,,,20.00194737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.90975282,36.72645833,,,,,,,
Seattle,2018,Hispanic,Both,,10.41488262,,,,6.725576829,80.8619805,8.464566929,15.82733813,153.7460153,,21.14297323,,,233.0284523,146.0008388,,,,800.9312717,7.077157016,3.033645891,72.18215267,,12.04397268,,4706.431172,,,,52.84633829,,,,9.31276091,48.0246476,,,12.99446457,3.311612961,,,,,,,26.92431119,2.714115444,,,,,,51571.0,,15.18221685,16.1605312,,,36.96236948,4.770692742,,,,,,,,,,,,,10.37598599,,,,,,,,,,,,,15.22945033,,,,,,,,,,39.0,,,,,,638.8,,,,,,,22.52098147,13.35296708,,,,40.11221025,,,18.22825926
Seattle,2018,Hispanic,Female,,,,,,,,,,101.8081833,,,,,154.4918416,88.15718085,,,,529.6402395,,,43.97089553,,,,2734.069673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seattle,2018,Hispanic,Male,,,,,,,,,,,,,,,,,,,,,8.789797204,,90.35111738,,,,6606.002804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.78818484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.77227122,21.85203554,,,,,,,
Seattle,2018,Natives,Both,,10.98958333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.62762022,23.10149042,,,15.09247842,4.912280702,,,,,,,23.26099054,3.299043062,,,,,,34046.0,,21.58634538,24.5,,,42.23602484,7.426928606,,,,,,,,,,,,,,,,,,,,,,,,,,16.63884252,,,,,,,,,,,,,,,,361.5,,,,,,,,,,,,27.08333333,,,19.6875
Seattle,2018,White,Both,,8.386774591,,,,5.524344569,91.1533792,7.176323598,1.480118409,127.6934269,16.51181011,10.6477781,22.97822011,21.0468843,160.1937062,118.5235663,,1.170814265,,578.1016404,5.968808646,2.799772518,60.93894953,,4.212124555,0.494337976,3838.968301,,,,11.7942594,,,,9.818490177,71.89538263,,,3.090669664,1.157618037,,,,,,,49.78051118,1.008818263,,,,,,87843.0,,7.234250625,2.730043328,,,16.64858561,4.235194585,,,,,,,,,83.93670774,,,,15.54303221,,,,,,,,,,,,,6.599446351,,,,,,,,,,58.0,,8.86111459,,,1.457403955,314.5,,,,,,,22.91388185,16.67667936,,,,39.39491922,,,14.36249519
Seattle,2018,White,Female,,,,,,,,,,111.4325948,,9.843981072,,,129.4291927,87.33120646,,1.251336072,,493.7050404,1.835656292,,39.85129898,,2.112508207,,2750.010854,,,,8.630962396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.76545442,,,,8.150537318,,,,,,,,,,,,,,,,,,,,,,,,,9.942826786,,,,,,,,,,,16.29659847,10.66192957,,,,,,,
Seattle,2018,White,Male,,,,,,,,,,149.5829689,,,28.90527071,,,155.2473239,,,,671.6815387,10.5057973,,82.7733748,,6.288918963,,4869.515772,,,,15.46879899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.28042606,,,,23.27101468,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.743405629,,,,,,,,29.13975969,22.35359072,,,,,,,
